tag,op_name,aic_latency_ms,aic_per_layer_latency_ms,aic_weighted_latency_ms,aic_source,aic_query_path,aic_query_shapes_json
agg_aic_p0_chunk_b9_isl8192_ctx8192,context_attention,22.38909072875977,3.7315151214599616,44.77818145751954,silicon,diagnostic_forced_prefix_ops_attention_second_pass,"[{""batch_size"": 1, ""s"": 8192, ""prefix"": 0, ""path"": ""diagnostic_forced_prefix_ops_attention_second_pass""}]"
agg_aic_p0_chunk_b9_isl8192_ctx8192,context_downscale_gemm,1.4739991310674014,0.24566652184456692,2.947998262134803,silicon,diagnostic_forced_prefix_ops,"[{""batch_size"": 1, ""s"": 8193, ""prefix"": 0, ""path"": ""diagnostic_forced_prefix_ops""}]"
agg_aic_p0_chunk_b9_isl8192_ctx8192,context_kv_b_proj_gemm,1.861438869695549,0.31023981161592484,3.722877739391098,silicon,diagnostic_forced_prefix_ops,"[{""batch_size"": 1, ""s"": 8193, ""prefix"": 0, ""path"": ""diagnostic_forced_prefix_ops""}]"
agg_aic_p0_chunk_b9_isl8192_ctx8192,context_mla_concat_k,1.413683369779028,0.23561389496317134,2.827366739558056,silicon,diagnostic_forced_prefix_ops,"[{""batch_size"": 1, ""s"": 8193, ""prefix"": 0, ""path"": ""diagnostic_forced_prefix_ops""}]"
agg_aic_p0_chunk_b9_isl8192_ctx8192,context_proj_gemm,9.132011401699856,1.5220019002833094,18.264022803399712,silicon,diagnostic_forced_prefix_ops,"[{""batch_size"": 1, ""s"": 8193, ""prefix"": 0, ""path"": ""diagnostic_forced_prefix_ops""}]"
agg_aic_p0_chunk_b9_isl8192_ctx8192,context_q_b_proj_gemm,2.9299269231702842,0.48832115386171404,5.8598538463405685,silicon,diagnostic_forced_prefix_ops,"[{""batch_size"": 1, ""s"": 8193, ""prefix"": 0, ""path"": ""diagnostic_forced_prefix_ops""}]"
agg_aic_p0_decode_heavy_b12_isl512_ctx2048,context_attention,2.257670707505822,0.3762784512509703,4.515341415011644,silicon,diagnostic_forced_prefix_ops_attention_second_pass,"[{""batch_size"": 7, ""s"": 512, ""prefix"": 0, ""path"": ""diagnostic_forced_prefix_ops_attention_second_pass""}]"
agg_aic_p0_decode_heavy_b12_isl512_ctx2048,context_downscale_gemm,0.6904188158199939,0.11506980263666565,1.3808376316399877,silicon,diagnostic_forced_prefix_ops,"[{""batch_size"": 1, ""s"": 3585, ""prefix"": 0, ""path"": ""diagnostic_forced_prefix_ops""}]"
agg_aic_p0_decode_heavy_b12_isl512_ctx2048,context_kv_b_proj_gemm,0.7734199294856949,0.12890332158094917,1.5468398589713899,silicon,diagnostic_forced_prefix_ops,"[{""batch_size"": 1, ""s"": 3585, ""prefix"": 0, ""path"": ""diagnostic_forced_prefix_ops""}]"
agg_aic_p0_decode_heavy_b12_isl512_ctx2048,context_mla_concat_k,0.6317871038918383,0.10529785064863972,1.2635742077836767,silicon,diagnostic_forced_prefix_ops,"[{""batch_size"": 1, ""s"": 3585, ""prefix"": 0, ""path"": ""diagnostic_forced_prefix_ops""}]"
agg_aic_p0_decode_heavy_b12_isl512_ctx2048,context_proj_gemm,4.116847991943359,0.6861413319905599,8.233695983886719,silicon,diagnostic_forced_prefix_ops,"[{""batch_size"": 1, ""s"": 3585, ""prefix"": 0, ""path"": ""diagnostic_forced_prefix_ops""}]"
agg_aic_p0_decode_heavy_b12_isl512_ctx2048,context_q_b_proj_gemm,1.3735266246047675,0.22892110410079458,2.747053249209535,silicon,diagnostic_forced_prefix_ops,"[{""batch_size"": 1, ""s"": 3585, ""prefix"": 0, ""path"": ""diagnostic_forced_prefix_ops""}]"
agg_aic_p0_decode_heavy_b17_isl2048_ctx2048,context_attention,8.127273559570312,1.3545455932617188,16.254547119140625,silicon,diagnostic_forced_prefix_ops_attention_second_pass,"[{""batch_size"": 4, ""s"": 2048, ""prefix"": 0, ""path"": ""diagnostic_forced_prefix_ops_attention_second_pass""}]"
agg_aic_p0_decode_heavy_b17_isl2048_ctx2048,context_downscale_gemm,1.4739991310674014,0.24566652184456692,2.947998262134803,silicon,diagnostic_forced_prefix_ops,"[{""batch_size"": 1, ""s"": 8193, ""prefix"": 0, ""path"": ""diagnostic_forced_prefix_ops""}]"
agg_aic_p0_decode_heavy_b17_isl2048_ctx2048,context_kv_b_proj_gemm,1.861438869695549,0.31023981161592484,3.722877739391098,silicon,diagnostic_forced_prefix_ops,"[{""batch_size"": 1, ""s"": 8193, ""prefix"": 0, ""path"": ""diagnostic_forced_prefix_ops""}]"
agg_aic_p0_decode_heavy_b17_isl2048_ctx2048,context_mla_concat_k,1.413683369779028,0.23561389496317134,2.827366739558056,silicon,diagnostic_forced_prefix_ops,"[{""batch_size"": 1, ""s"": 8193, ""prefix"": 0, ""path"": ""diagnostic_forced_prefix_ops""}]"
agg_aic_p0_decode_heavy_b17_isl2048_ctx2048,context_proj_gemm,9.132011401699856,1.5220019002833094,18.264022803399712,silicon,diagnostic_forced_prefix_ops,"[{""batch_size"": 1, ""s"": 8193, ""prefix"": 0, ""path"": ""diagnostic_forced_prefix_ops""}]"
