case_key,display_label,batch_size,fresh_len,prefix_len,real_mean_ms,real_std_ms,real_count,aic_mean_ms,aic_std_ms,aic_count,pct_increase_vs_aic_mean
req1_equal_fresh_regular_b1_f1_p0|decode|b1|f1|p0,"b1
f1
p0",1,1,0,1.4824446999999998,0.0983886669467915,10,0.10289999999999991,0.0,10,1340.6654033041798
req1_equal_fresh_irregular_b1_f4500_p0|decode|b1|f4500|p0,"b1
f4500
p0",1,4500,0,1.9377470000000003,0.19989194244141004,5,0.1206262939453125,0.0,5,1506.4051514991443
req1_equal_fresh_irregular_b1_f6000_p0|decode|b1|f6000|p0,"b1
f6000
p0",1,6000,0,0.4527488,0.7124049241738858,5,0.1218347900390625,0.0,5,271.60879897674573
req1_equal_fresh_regular_b1_f8192_p0|decode|b1|f8192|p0,"b1
f8192
p0",1,8192,0,0.1349952,0.0015759147185047783,5,0.12360069580078119,0.0,5,9.218802633267059
req1_equal_prefix_regular_b1_f8192_p0|decode|b1|f8192|p0,"b1
f8192
p0",1,8192,0,0.13537280000000002,0.001667473298137036,5,0.12360069580078119,0.0,5,9.524302531591754
req1_equal_prefix_regular_b1_f8192_p1024|decode|b1|f8192|p1024,"b1
f8192
p1024",1,8192,1024,0.13673600000000002,0.0011062007051163847,5,0.12431319580078122,0.0,5,9.993150058765309
req1_equal_prefix_regular_b1_f8192_p4096|decode|b1|f8192|p4096,"b1
f8192
p4096",1,8192,4096,0.1401984,0.0020897494586672285,5,0.1264506958007812,0.0,5,10.87198778318931
req1_equal_prefix_regular_b1_f8192_p8192|decode|b1|f8192|p8192,"b1
f8192
p8192",1,8192,8192,0.14319359999999998,0.0007249253754697806,5,0.1293006958007812,0.0,5,10.744647670438
req1_equal_prefix_regular_b1_f8192_p10500|decode|b1|f8192|p10500,"b1
f8192
p10500",1,8192,10500,0.14838420000000002,0.0006824662629024222,5,0.1309066040039062,0.0,5,13.351195021125372
req1_equal_prefix_regular_b1_f8192_p32000|decode|b1|f8192|p32000,"b1
f8192
p32000",1,8192,32000,0.1623746,0.0006319444595848669,5,0.1458663208007812,0.0,5,11.317402885457835
req1_equal_fresh_regular_b2_f4096_p0|decode|b2|f4096|p0,"b2
f4096
p0",2,4096,0,0.131872,0.0017187902722554686,5,0.1232010986328125,0.0,5,7.03800653030714
req1_equal_prefix_regular_b2_f4096_p4096|decode|b2|f4096|p4096,"b2
f4096
p4096",2,4096,4096,0.14126080000000002,0.001545238881208977,5,0.1277011108398437,0.0,5,10.61830165061148
req1_equal_fresh_regular_b4_f512_p0|decode|b4|f512|p0,"b4
f512
p0",4,512,0,1.2175806,0.04809212502894821,5,0.114306640625,0.0,5,965.1879832550194
req1_equal_prefix_regular_b4_f512_p512|decode|b4|f512|p512,"b4
f512
p512",4,512,512,1.4361402,0.09303789846455039,5,0.11770380859375,0.0,5,1120.1306118791624
req1_equal_fresh_irregular_b4_f1200_p0|decode|b4|f1200|p0,"b4
f1200
p0",4,1200,0,0.13107839999999998,0.0016632921571389679,5,0.11837412109375,0.0,5,10.73231107345535
req1_equal_fresh_regular_b4_f2048_p0|decode|b4|f2048|p0,"b4
f2048
p0",4,2048,0,0.13484800000000002,0.0019980150149585987,5,0.121602392578125,0.0,5,10.892554941602173
req1_equal_prefix_regular_b4_f2048_p1024|decode|b4|f2048|p1024,"b4
f2048
p1024",4,2048,1024,0.1348096,0.0015997439795167165,5,0.12405239257812499,0.0,5,8.6715033852333
req1_equal_fresh_regular_b8_f1_p0|decode|b8|f1|p0,"b8
f1
p0",8,1,0,0.7429182,0.028399733523397676,5,0.1061333333333333,0.0,5,599.9857412060304
req1_equal_fresh_irregular_b12_f300_p0|decode|b12|f300|p0,"b12
f300
p0",12,300,0,0.3691582,0.5216285956120504,5,0.12175488281249999,0.0,5,203.19786071208003
