tag,child_name,child_label,child_order,mean_duration_ms,median_duration_ms,sample_count,kernel_row_count_mean,kernel_names
req1_equal_fresh_irregular_b12_f300_p0,fused_qkv_a_proj_with_mqa,qkv_a_proj,1,0.11380000000000001,0.113424,4,2.0,"per_token_group_quant_8bit_kernel,sm90_fp8_gemm_1d2d_impl"
req1_equal_fresh_irregular_b12_f300_p0,q_a_layernorm,q_a_norm,2,0.00828,0.008336,4,1.0,RMSNormKernel
req1_equal_fresh_irregular_b12_f300_p0,kv_a_layernorm,kv_a_norm,3,0.007488,0.007312,4,1.0,RMSNormKernel
req1_equal_fresh_irregular_b12_f300_p0,q_b_proj,q_b_proj,4,0.210256,0.210528,4,2.0,"per_token_group_quant_8bit_kernel,sm90_fp8_gemm_1d2d_impl"
req1_equal_fresh_irregular_b12_f300_p0,rotary_emb,rotary,5,0.046232,0.046144000000000004,4,1.0,BatchQKApplyRotaryPosIdsCosSinCacheHeadParallelismKernel
req1_equal_fresh_irregular_b12_f300_p0,kv_b_proj,kv_b_proj,6,0.133576,0.133184,4,2.0,"per_token_group_quant_8bit_kernel,sm90_fp8_gemm_1d2d_impl"
req1_equal_fresh_irregular_b12_f300_p0,attn_mha,attn_mha,7,0.25644,0.256512,4,2.0,"device_kernel,prepare_varlen_num_blocks_kernel"
req1_equal_fresh_irregular_b12_f300_p0,o_proj,o_proj,9,0.634536,0.6309119999999999,4,2.0,"per_token_group_quant_8bit_kernel,sm90_fp8_gemm_1d2d_impl"
req1_equal_fresh_irregular_b1_f4500_p0,fused_qkv_a_proj_with_mqa,qkv_a_proj,1,0.131312,0.131488,4,2.0,"per_token_group_quant_8bit_kernel,sm90_fp8_gemm_1d2d_impl"
req1_equal_fresh_irregular_b1_f4500_p0,q_a_layernorm,q_a_norm,2,0.009968,0.009999999999999998,4,1.0,RMSNormKernel
req1_equal_fresh_irregular_b1_f4500_p0,kv_a_layernorm,kv_a_norm,3,0.00924,0.009072,4,1.0,RMSNormKernel
req1_equal_fresh_irregular_b1_f4500_p0,q_b_proj,q_b_proj,4,0.25883199999999995,0.258688,4,2.0,"per_token_group_quant_8bit_kernel,sm90_fp8_gemm_1d2d_impl"
req1_equal_fresh_irregular_b1_f4500_p0,rotary_emb,rotary,5,0.058704,0.058688000000000004,4,1.0,BatchQKApplyRotaryPosIdsCosSinCacheHeadParallelismKernel
req1_equal_fresh_irregular_b1_f4500_p0,kv_b_proj,kv_b_proj,6,0.156688,0.15624,4,2.0,"per_token_group_quant_8bit_kernel,sm90_fp8_gemm_1d2d_impl"
req1_equal_fresh_irregular_b1_f4500_p0,attn_mha,attn_mha,7,1.2244,1.2245599999999999,4,2.0,"device_kernel,prepare_varlen_num_blocks_kernel"
req1_equal_fresh_irregular_b1_f4500_p0,o_proj,o_proj,9,0.716008,0.715392,4,2.0,"per_token_group_quant_8bit_kernel,sm90_fp8_gemm_1d2d_impl"
req1_equal_fresh_irregular_b1_f6000_p0,fused_qkv_a_proj_with_mqa,qkv_a_proj,1,0.18768,0.187664,4,2.0,"per_token_group_quant_8bit_kernel,sm90_fp8_gemm_1d2d_impl"
req1_equal_fresh_irregular_b1_f6000_p0,q_a_layernorm,q_a_norm,2,0.013,0.012912,4,1.0,RMSNormKernel
req1_equal_fresh_irregular_b1_f6000_p0,kv_a_layernorm,kv_a_norm,3,0.010544,0.010544,4,1.0,RMSNormKernel
req1_equal_fresh_irregular_b1_f6000_p0,q_b_proj,q_b_proj,4,0.334016,0.334816,4,2.0,"per_token_group_quant_8bit_kernel,sm90_fp8_gemm_1d2d_impl"
req1_equal_fresh_irregular_b1_f6000_p0,rotary_emb,rotary,5,0.0777915,0.0776155,4,1.0,BatchQKApplyRotaryPosIdsCosSinCacheHeadParallelismKernel
req1_equal_fresh_irregular_b1_f6000_p0,kv_b_proj,kv_b_proj,6,0.209776,0.209712,4,2.0,"per_token_group_quant_8bit_kernel,sm90_fp8_gemm_1d2d_impl"
req1_equal_fresh_irregular_b1_f6000_p0,attn_mha,attn_mha,7,2.007736,2.007712,4,2.0,"device_kernel,prepare_varlen_num_blocks_kernel"
req1_equal_fresh_irregular_b1_f6000_p0,o_proj,o_proj,9,0.98238375,0.982,4,2.0,"per_token_group_quant_8bit_kernel,sm90_fp8_gemm_1d2d_impl"
req1_equal_fresh_irregular_b4_f1200_p0,fused_qkv_a_proj_with_mqa,qkv_a_proj,1,0.16204,0.161968,4,2.0,"per_token_group_quant_8bit_kernel,sm90_fp8_gemm_1d2d_impl"
req1_equal_fresh_irregular_b4_f1200_p0,q_a_layernorm,q_a_norm,2,0.0104,0.010336000000000001,4,1.0,RMSNormKernel
req1_equal_fresh_irregular_b4_f1200_p0,kv_a_layernorm,kv_a_norm,3,0.009096,0.008992,4,1.0,RMSNormKernel
req1_equal_fresh_irregular_b4_f1200_p0,q_b_proj,q_b_proj,4,0.26844,0.268576,4,2.0,"per_token_group_quant_8bit_kernel,sm90_fp8_gemm_1d2d_impl"
req1_equal_fresh_irregular_b4_f1200_p0,rotary_emb,rotary,5,0.061704,0.061824000000000004,4,1.0,BatchQKApplyRotaryPosIdsCosSinCacheHeadParallelismKernel
req1_equal_fresh_irregular_b4_f1200_p0,kv_b_proj,kv_b_proj,6,0.1622,0.162128,4,2.0,"per_token_group_quant_8bit_kernel,sm90_fp8_gemm_1d2d_impl"
req1_equal_fresh_irregular_b4_f1200_p0,attn_mha,attn_mha,7,0.505088,0.504544,4,2.0,"device_kernel,prepare_varlen_num_blocks_kernel"
req1_equal_fresh_irregular_b4_f1200_p0,o_proj,o_proj,9,0.797088,0.797264,4,2.0,"per_token_group_quant_8bit_kernel,sm90_fp8_gemm_1d2d_impl"
req1_equal_fresh_regular_b1_f8192_p0,fused_qkv_a_proj_with_mqa,qkv_a_proj,1,0.271224,0.2676,4,2.0,"per_token_group_quant_8bit_kernel,sm90_fp8_gemm_1d2d_impl"
req1_equal_fresh_regular_b1_f8192_p0,q_a_layernorm,q_a_norm,2,0.017984,0.018000000000000002,4,1.0,RMSNormKernel
req1_equal_fresh_regular_b1_f8192_p0,kv_a_layernorm,kv_a_norm,3,0.01304,0.012912,4,1.0,RMSNormKernel
req1_equal_fresh_regular_b1_f8192_p0,q_b_proj,q_b_proj,4,0.45256775,0.4502235,4,2.0,"per_token_group_quant_8bit_kernel,sm90_fp8_gemm_1d2d_impl"
req1_equal_fresh_regular_b1_f8192_p0,rotary_emb,rotary,5,0.106472,0.10647999999999999,4,1.0,BatchQKApplyRotaryPosIdsCosSinCacheHeadParallelismKernel
req1_equal_fresh_regular_b1_f8192_p0,kv_b_proj,kv_b_proj,6,0.28966375,0.2904955,4,2.0,"per_token_group_quant_8bit_kernel,sm90_fp8_gemm_1d2d_impl"
req1_equal_fresh_regular_b1_f8192_p0,attn_mha,attn_mha,7,3.61317575,3.611552,4,2.0,"device_kernel,prepare_varlen_num_blocks_kernel"
req1_equal_fresh_regular_b1_f8192_p0,o_proj,o_proj,9,1.2727995,1.2502870000000001,4,2.0,"per_token_group_quant_8bit_kernel,sm90_fp8_gemm_1d2d_impl"
req1_equal_fresh_regular_b2_f4096_p0,fused_qkv_a_proj_with_mqa,qkv_a_proj,1,0.270136,0.268144,4,2.0,"per_token_group_quant_8bit_kernel,sm90_fp8_gemm_1d2d_impl"
req1_equal_fresh_regular_b2_f4096_p0,q_a_layernorm,q_a_norm,2,0.017944,0.017776,4,1.0,RMSNormKernel
req1_equal_fresh_regular_b2_f4096_p0,kv_a_layernorm,kv_a_norm,3,0.012888,0.012944,4,1.0,RMSNormKernel
req1_equal_fresh_regular_b2_f4096_p0,q_b_proj,q_b_proj,4,0.44709575,0.44441600000000003,4,2.0,"per_token_group_quant_8bit_kernel,sm90_fp8_gemm_1d2d_impl"
req1_equal_fresh_regular_b2_f4096_p0,rotary_emb,rotary,5,0.106936,0.106912,4,1.0,BatchQKApplyRotaryPosIdsCosSinCacheHeadParallelismKernel
req1_equal_fresh_regular_b2_f4096_p0,kv_b_proj,kv_b_proj,6,0.2906,0.289152,4,2.0,"per_token_group_quant_8bit_kernel,sm90_fp8_gemm_1d2d_impl"
req1_equal_fresh_regular_b2_f4096_p0,attn_mha,attn_mha,7,1.9556475,1.955535,4,2.0,"device_kernel,prepare_varlen_num_blocks_kernel"
req1_equal_fresh_regular_b2_f4096_p0,o_proj,o_proj,9,1.26799175,1.2499035,4,2.0,"per_token_group_quant_8bit_kernel,sm90_fp8_gemm_1d2d_impl"
req1_equal_fresh_regular_b4_f2048_p0,fused_qkv_a_proj_with_mqa,qkv_a_proj,1,0.266552,0.266528,4,2.0,"per_token_group_quant_8bit_kernel,sm90_fp8_gemm_1d2d_impl"
req1_equal_fresh_regular_b4_f2048_p0,q_a_layernorm,q_a_norm,2,0.017863999999999998,0.01784,4,1.0,RMSNormKernel
req1_equal_fresh_regular_b4_f2048_p0,kv_a_layernorm,kv_a_norm,3,0.013344,0.013328,4,1.0,RMSNormKernel
req1_equal_fresh_regular_b4_f2048_p0,q_b_proj,q_b_proj,4,0.439904,0.438624,4,2.0,"per_token_group_quant_8bit_kernel,sm90_fp8_gemm_1d2d_impl"
req1_equal_fresh_regular_b4_f2048_p0,rotary_emb,rotary,5,0.106512,0.106512,4,1.0,BatchQKApplyRotaryPosIdsCosSinCacheHeadParallelismKernel
req1_equal_fresh_regular_b4_f2048_p0,kv_b_proj,kv_b_proj,6,0.2874395,0.28806350000000003,4,2.0,"per_token_group_quant_8bit_kernel,sm90_fp8_gemm_1d2d_impl"
req1_equal_fresh_regular_b4_f2048_p0,attn_mha,attn_mha,7,1.1234639999999998,1.1233119999999999,4,2.0,"device_kernel,prepare_varlen_num_blocks_kernel"
req1_equal_fresh_regular_b4_f2048_p0,o_proj,o_proj,9,1.2493755,1.246943,4,2.0,"per_token_group_quant_8bit_kernel,sm90_fp8_gemm_1d2d_impl"
req1_equal_fresh_regular_b4_f512_p0,fused_qkv_a_proj_with_mqa,qkv_a_proj,1,0.07339999999999999,0.073312,4,2.0,"per_token_group_quant_8bit_kernel,sm90_fp8_gemm_1d2d_impl"
req1_equal_fresh_regular_b4_f512_p0,q_a_layernorm,q_a_norm,2,0.005304,0.005327999999999999,4,1.0,RMSNormKernel
req1_equal_fresh_regular_b4_f512_p0,kv_a_layernorm,kv_a_norm,3,0.005384,0.005344,4,1.0,RMSNormKernel
req1_equal_fresh_regular_b4_f512_p0,q_b_proj,q_b_proj,4,0.118968,0.11896000000000001,4,2.0,"per_token_group_quant_8bit_kernel,sm90_fp8_gemm_1d2d_impl"
req1_equal_fresh_regular_b4_f512_p0,rotary_emb,rotary,5,0.026664,0.02656,4,1.0,BatchQKApplyRotaryPosIdsCosSinCacheHeadParallelismKernel
req1_equal_fresh_regular_b4_f512_p0,kv_b_proj,kv_b_proj,6,0.071496,0.07128,4,2.0,"per_token_group_quant_8bit_kernel,sm90_fp8_gemm_1d2d_impl"
req1_equal_fresh_regular_b4_f512_p0,attn_mha,attn_mha,7,0.14178400000000002,0.14217600000000002,4,2.0,"device_kernel,prepare_varlen_num_blocks_kernel"
req1_equal_fresh_regular_b4_f512_p0,o_proj,o_proj,9,0.37263975,0.37414400000000003,4,2.0,"per_token_group_quant_8bit_kernel,sm90_fp8_gemm_1d2d_impl"
req1_equal_fresh_regular_b8_f1_p0,fused_qkv_a_proj_with_mqa,qkv_a_proj,1,0.011936,0.011952,4,2.0,"per_token_group_quant_8bit_kernel,sm90_fp8_gemm_1d2d_impl"
req1_equal_fresh_regular_b8_f1_p0,q_a_layernorm,q_a_norm,2,0.002048,0.002048,4,1.0,RMSNormKernel
req1_equal_fresh_regular_b8_f1_p0,kv_a_layernorm,kv_a_norm,3,0.002,0.001968,4,1.0,RMSNormKernel
req1_equal_fresh_regular_b8_f1_p0,q_b_proj,q_b_proj,4,0.018831999999999998,0.018832,4,2.0,"per_token_group_quant_8bit_kernel,sm90_fp8_gemm_1d2d_impl"
req1_equal_fresh_regular_b8_f1_p0,rotary_emb,rotary,5,0.0018800000000000002,0.001872,4,1.0,BatchQKApplyRotaryPosIdsCosSinCacheHeadParallelismKernel
req1_equal_fresh_regular_b8_f1_p0,kv_b_proj,kv_b_proj,6,0.010360000000000001,0.0104,4,2.0,"per_token_group_quant_8bit_kernel,sm90_fp8_gemm_1d2d_impl"
req1_equal_fresh_regular_b8_f1_p0,attn_mha,attn_mha,7,0.039743999999999995,0.039535999999999995,4,2.0,"device_kernel,prepare_varlen_num_blocks_kernel"
req1_equal_fresh_regular_b8_f1_p0,o_proj,o_proj,9,0.045472,0.045632,4,2.0,"per_token_group_quant_8bit_kernel,sm90_fp8_gemm_1d2d_impl"
req1_equal_prefix_regular_b1_f8192_p0,fused_qkv_a_proj_with_mqa,qkv_a_proj,1,0.270872,0.26736000000000004,4,2.0,"per_token_group_quant_8bit_kernel,sm90_fp8_gemm_1d2d_impl"
req1_equal_prefix_regular_b1_f8192_p0,q_a_layernorm,q_a_norm,2,0.017808,0.017776,4,1.0,RMSNormKernel
req1_equal_prefix_regular_b1_f8192_p0,kv_a_layernorm,kv_a_norm,3,0.013176,0.013136,4,1.0,RMSNormKernel
req1_equal_prefix_regular_b1_f8192_p0,q_b_proj,q_b_proj,4,0.449536,0.446,4,2.0,"per_token_group_quant_8bit_kernel,sm90_fp8_gemm_1d2d_impl"
req1_equal_prefix_regular_b1_f8192_p0,rotary_emb,rotary,5,0.10663175,0.106624,4,1.0,BatchQKApplyRotaryPosIdsCosSinCacheHeadParallelismKernel
req1_equal_prefix_regular_b1_f8192_p0,kv_b_proj,kv_b_proj,6,0.29192,0.29036800000000007,4,2.0,"per_token_group_quant_8bit_kernel,sm90_fp8_gemm_1d2d_impl"
req1_equal_prefix_regular_b1_f8192_p0,attn_mha,attn_mha,7,3.61426325,3.6123355000000004,4,2.0,"device_kernel,prepare_varlen_num_blocks_kernel"
req1_equal_prefix_regular_b1_f8192_p0,o_proj,o_proj,9,1.27623975,1.2573915,4,2.0,"per_token_group_quant_8bit_kernel,sm90_fp8_gemm_1d2d_impl"
req1_equal_prefix_regular_b1_f8192_p1024,fused_qkv_a_proj_with_mqa,qkv_a_proj,1,0.271424,0.26747200000000004,4,2.0,"per_token_group_quant_8bit_kernel,sm90_fp8_gemm_1d2d_impl"
req1_equal_prefix_regular_b1_f8192_p1024,q_a_layernorm,q_a_norm,2,0.017824,0.017712,4,1.0,RMSNormKernel
req1_equal_prefix_regular_b1_f8192_p1024,kv_a_layernorm,kv_a_norm,3,0.013432,0.01344,4,1.0,RMSNormKernel
req1_equal_prefix_regular_b1_f8192_p1024,q_b_proj,q_b_proj,4,0.44786375,0.443296,4,2.0,"per_token_group_quant_8bit_kernel,sm90_fp8_gemm_1d2d_impl"
req1_equal_prefix_regular_b1_f8192_p1024,rotary_emb,rotary,5,0.10584,0.10584,4,1.0,BatchQKApplyRotaryPosIdsCosSinCacheHeadParallelismKernel
req1_equal_prefix_regular_b1_f8192_p1024,kv_b_proj,kv_b_proj,6,0.323328,0.322496,4,2.0,"per_token_group_quant_8bit_kernel,sm90_fp8_gemm_1d2d_impl"
req1_equal_prefix_regular_b1_f8192_p1024,attn_mha,attn_mha,7,4.43909475,4.4383505,4,2.0,"device_kernel,prepare_varlen_num_blocks_kernel"
req1_equal_prefix_regular_b1_f8192_p1024,o_proj,o_proj,9,1.27542375,1.2509275,4,2.0,"per_token_group_quant_8bit_kernel,sm90_fp8_gemm_1d2d_impl"
req1_equal_prefix_regular_b1_f8192_p10500,fused_qkv_a_proj_with_mqa,qkv_a_proj,1,0.275808,0.26835200000000003,4,2.0,"per_token_group_quant_8bit_kernel,sm90_fp8_gemm_1d2d_impl"
req1_equal_prefix_regular_b1_f8192_p10500,q_a_layernorm,q_a_norm,2,0.017928,0.017696,4,1.0,RMSNormKernel
req1_equal_prefix_regular_b1_f8192_p10500,kv_a_layernorm,kv_a_norm,3,0.01364,0.013711999999999998,4,1.0,RMSNormKernel
req1_equal_prefix_regular_b1_f8192_p10500,q_b_proj,q_b_proj,4,0.456961,0.447409,4,2.0,"per_token_group_quant_8bit_kernel,sm90_fp8_gemm_1d2d_impl"
req1_equal_prefix_regular_b1_f8192_p10500,rotary_emb,rotary,5,0.1064,0.106416,4,1.0,BatchQKApplyRotaryPosIdsCosSinCacheHeadParallelismKernel
req1_equal_prefix_regular_b1_f8192_p10500,kv_b_proj,kv_b_proj,6,0.662425,0.6649769999999999,4,2.0,"per_token_group_quant_8bit_kernel,sm90_fp8_gemm_1d2d_impl"
req1_equal_prefix_regular_b1_f8192_p10500,attn_mha,attn_mha,7,12.33136675,12.212511000000001,4,2.0,"device_kernel,prepare_varlen_num_blocks_kernel"
req1_equal_prefix_regular_b1_f8192_p10500,o_proj,o_proj,9,1.328281,1.3108170000000001,4,2.0,"per_token_group_quant_8bit_kernel,sm90_fp8_gemm_1d2d_impl"
req1_equal_prefix_regular_b1_f8192_p32000,fused_qkv_a_proj_with_mqa,qkv_a_proj,1,0.2935125,0.2976005,4,2.0,"per_token_group_quant_8bit_kernel,sm90_fp8_gemm_1d2d_impl"
req1_equal_prefix_regular_b1_f8192_p32000,q_a_layernorm,q_a_norm,2,0.0188,0.018704,4,1.0,RMSNormKernel
req1_equal_prefix_regular_b1_f8192_p32000,kv_a_layernorm,kv_a_norm,3,0.013632,0.013616,4,1.0,RMSNormKernel
req1_equal_prefix_regular_b1_f8192_p32000,q_b_proj,q_b_proj,4,0.4862485,0.49200049999999995,4,2.0,"per_token_group_quant_8bit_kernel,sm90_fp8_gemm_1d2d_impl"
req1_equal_prefix_regular_b1_f8192_p32000,rotary_emb,rotary,5,0.107552,0.10752,4,1.0,BatchQKApplyRotaryPosIdsCosSinCacheHeadParallelismKernel
req1_equal_prefix_regular_b1_f8192_p32000,kv_b_proj,kv_b_proj,6,1.43797775,1.4080175000000001,4,2.0,"per_token_group_quant_8bit_kernel,sm90_fp8_gemm_1d2d_impl"
req1_equal_prefix_regular_b1_f8192_p32000,attn_mha,attn_mha,7,31.009501,31.123365,4,2.0,"device_kernel,prepare_varlen_num_blocks_kernel"
req1_equal_prefix_regular_b1_f8192_p32000,o_proj,o_proj,9,1.45688175,1.4751215000000002,4,2.0,"per_token_group_quant_8bit_kernel,sm90_fp8_gemm_1d2d_impl"
req1_equal_prefix_regular_b1_f8192_p4096,fused_qkv_a_proj_with_mqa,qkv_a_proj,1,0.26683199999999996,0.26683199999999996,4,2.0,"per_token_group_quant_8bit_kernel,sm90_fp8_gemm_1d2d_impl"
req1_equal_prefix_regular_b1_f8192_p4096,q_a_layernorm,q_a_norm,2,0.01748,0.01744,4,1.0,RMSNormKernel
req1_equal_prefix_regular_b1_f8192_p4096,kv_a_layernorm,kv_a_norm,3,0.013232,0.013344,4,1.0,RMSNormKernel
req1_equal_prefix_regular_b1_f8192_p4096,q_b_proj,q_b_proj,4,0.43954375,0.438304,4,2.0,"per_token_group_quant_8bit_kernel,sm90_fp8_gemm_1d2d_impl"
req1_equal_prefix_regular_b1_f8192_p4096,rotary_emb,rotary,5,0.105888,0.105888,4,1.0,BatchQKApplyRotaryPosIdsCosSinCacheHeadParallelismKernel
req1_equal_prefix_regular_b1_f8192_p4096,kv_b_proj,kv_b_proj,6,0.41251974999999996,0.4126395,4,2.0,"per_token_group_quant_8bit_kernel,sm90_fp8_gemm_1d2d_impl"
req1_equal_prefix_regular_b1_f8192_p4096,attn_mha,attn_mha,7,6.951991,6.897406999999999,4,2.0,"device_kernel,prepare_varlen_num_blocks_kernel"
req1_equal_prefix_regular_b1_f8192_p4096,o_proj,o_proj,9,1.29225575,1.2494555,4,2.0,"per_token_group_quant_8bit_kernel,sm90_fp8_gemm_1d2d_impl"
req1_equal_prefix_regular_b1_f8192_p8192,fused_qkv_a_proj_with_mqa,qkv_a_proj,1,0.274032,0.274064,4,2.0,"per_token_group_quant_8bit_kernel,sm90_fp8_gemm_1d2d_impl"
req1_equal_prefix_regular_b1_f8192_p8192,q_a_layernorm,q_a_norm,2,0.018032,0.017984,4,1.0,RMSNormKernel
req1_equal_prefix_regular_b1_f8192_p8192,kv_a_layernorm,kv_a_norm,3,0.013368,0.013488,4,1.0,RMSNormKernel
req1_equal_prefix_regular_b1_f8192_p8192,q_b_proj,q_b_proj,4,0.45388,0.454144,4,2.0,"per_token_group_quant_8bit_kernel,sm90_fp8_gemm_1d2d_impl"
req1_equal_prefix_regular_b1_f8192_p8192,rotary_emb,rotary,5,0.106384,0.106352,4,1.0,BatchQKApplyRotaryPosIdsCosSinCacheHeadParallelismKernel
